,passenger_count,store_and_fwd_flag,euc_distance,hav_distance,trip_duration,temp,visib,wdsp,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,vendor_id_1,vendor_id_2,month_1,month_2,month_3,month_4,month_5,month_6,day_1,day_2,day_3,day_4,day_5,day_6,day_7,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,pca0,pca1
10,1,0,0.08258785441550515,8.387561260306207,1552,63.4,10.0,3.1,21.46866983936472,75.9,53.1,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016450804864992914,0.030782128258089528
11,1,0,0.011695469266769957,1.1117837290593342,381,79.2,9.4,4.3,17.1,87.1,64.0,0.0,8.493339350180506,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04488073443046885,0.028894002740669538
12,1,0,0.028735028510599156,3.1234997381615686,1827,62.4,10.0,2.8,21.46866983936472,75.9,50.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01175685017557011,-0.015669874633270055
13,1,0,0.009742444809949066,0.8642976869684091,254,40.7,2.9,11.0,31.1,55.9,35.1,0.43,8.493339350180506,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00046793324285371334,-0.021550098406404504
14,1,0,0.1238557538976908,10.540862545916712,2580,38.6,6.7,6.4,27.0,50.0,32.0,0.13,8.493339350180506,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07226524319363796,0.04350529998008719
15,1,0,0.02920449239773542,2.9013307640712434,978,52.8,9.7,7.1,20.0,61.0,37.9,0.0,8.493339350180506,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018243775595748312,-0.014888262436609496
16,3,0,0.04820479825036426,4.920627633628682,973,58.4,10.0,6.1,22.0,72.0,46.9,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03484873284862421,0.029100476048834888
17,1,0,0.012968330279561556,1.3608203844296245,796,72.4,6.4,2.1,21.46866983936472,82.9,63.0,0.03,8.493339350180506,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.057196310235959356,0.032237913898172925
18,1,0,0.017451437843107268,1.46943483451552,239,44.5,10.0,4.9,22.0,55.9,37.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.028052901778730897,-0.035935663811284276
19,2,0,0.02535232649513072,2.3979640893587213,980,37.8,10.0,8.8,21.0,46.0,32.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.055988319074334575,0.046024206711608506
20,1,0,0.03609315525943841,3.7874650723950567,1815,47.3,10.0,6.7,25.1,57.9,42.1,0.09,8.493339350180506,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.038302464941275136,0.011493721125949362
21,1,0,0.015696383469298348,1.3644806874538946,362,76.0,8.6,3.6,21.46866983936472,84.9,68.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.009672840622297852,-0.007298156198622056
22,1,0,0.014236849342793744,1.5557293513345136,300,70.3,9.7,3.6,21.46866983936472,79.0,48.9,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.026843770855328165,0.002334407769945978
23,2,0,0.05406333521418468,4.6191963230387785,1018,47.7,10.0,6.0,21.0,61.0,36.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.034755358955078704,-0.0002955346699392248
24,3,0,0.008492393482600117,0.8719147369952849,339,30.9,10.0,5.0,19.0,37.0,26.1,0.0,8.493339350180506,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03820546305259676,0.009327268483824546
25,2,0,0.022227934584331786,2.2352917562733405,567,71.3,9.8,2.8,21.46866983936472,87.1,61.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04664169890825775,0.04289105178454749
26,1,0,0.003910129825700921,0.4160329542534537,267,32.5,10.0,5.9,18.1,37.0,27.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.001315879053698182,-0.028880118693621122
27,1,0,0.010079149196021731,0.9383381111783212,331,36.0,8.8,9.5,22.9,46.9,30.9,0.0,8.493339350180506,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.023004754962785843,0.015893153769490773
28,1,0,0.05165844557963886,5.742719857960105,1309,61.0,10.0,999.9,21.46866983936472,64.9,57.9,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0023971299838622317,-0.00881089086141608
29,2,0,0.06587431221405901,7.068086909895372,1485,45.6,10.0,6.5,21.0,61.0,39.0,0.05,8.493339350180506,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04338006542066317,0.02657288223648138
30,1,0,0.03612489730415764,3.751741989693136,1087,40.2,10.0,4.3,21.46866983936472,44.6,35.6,0.0,8.493339350180506,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012204880513447243,-0.003176874035031827
31,1,0,0.015425409405994487,1.4464551951964406,414,19.1,8.1,3.7,21.46866983936472,30.2,14.0,0.0,8.493339350180506,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026554905729119845,0.006876515247619266
32,1,0,0.04082878609625767,3.8933659440586363,1229,41.2,9.5,3.8,15.0,51.1,21.9,0.0,8.493339350180506,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027848150007059085,0.023580043516509146
33,1,0,0.02687477479919349,2.9852556885288064,713,30.4,9.4,4.7,21.46866983936472,39.0,27.0,0.05,8.493339350180506,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013702482087497508,-0.019916680805714577
34,1,0,0.014929355193981931,1.6402346060710582,604,57.0,10.0,5.9,22.0,71.1,48.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0005845145908831868,0.0032647536043335285
35,1,0,0.030384752178354683,2.9056419544206618,999,45.0,4.1,6.5,35.0,53.6,30.9,0.46,8.493339350180506,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.007598230842210829,-0.009643169995745741
36,1,0,0.04794259028569259,4.069801898057511,1559,40.0,9.1,4.9,15.9,50.0,36.0,0.01,8.493339350180506,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.04518945737350947,-0.04795402154661362
37,2,0,0.03431296610896978,3.607019686857448,955,30.1,10.0,5.2,17.1,37.0,24.1,0.0,8.493339350180506,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.014400802286707606,0.006387400269363639
38,1,0,0.02487365154284733,2.1237269812753574,688,19.3,10.0,9.4,31.1,27.0,9.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.016465366394564092,-0.03459410427397931
39,3,0,0.01321534080600218,1.1141461748181494,404,78.1,7.5,3.1,15.9,90.0,69.1,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027260002711695933,-0.011311806564833401
40,1,0,0.031592565747136384,3.4032404314914815,836,62.4,10.0,2.8,21.46866983936472,75.9,50.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016390329304891503,-0.0022180114502976475
41,1,0,0.011896648857591988,1.0299050113075856,539,63.4,10.0,3.1,21.46866983936472,75.9,53.1,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01221380453372201,-0.011106364729879543
42,2,0,0.129875058510938,13.644291184289226,1287,47.3,10.0,6.7,25.1,57.9,42.1,0.09,8.493339350180506,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03164845567727237,-0.06583019813785691
43,1,0,0.05674426743596911,5.66081048171128,1256,33.8,10.0,5.1,17.1,41.0,28.0,0.04,8.493339350180506,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01621164149230548,0.014469565531077557
44,2,0,0.01356418379343908,1.3123400202354163,821,35.5,10.0,8.3,28.9,39.9,30.9,0.02,8.493339350180506,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.03243472500307968,0.020319503198590712
45,1,0,0.027701803090469074,2.5336436780782394,1086,67.5,5.4,3.5,33.0,70.0,64.4,0.4,8.493339350180506,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.004555159641450455,-0.0016411671429974258
46,1,0,0.017055526832363763,1.8964873276069243,466,40.4,10.0,6.5,22.9,48.0,37.0,0.03,8.493339350180506,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014950156236500416,0.008025806979406188
47,2,0,0.006287829273754247,0.6955145674928689,136,38.6,6.7,6.4,27.0,50.0,32.0,0.13,8.493339350180506,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.020590532266266094,-0.01365272133271325
48,1,0,0.10566857243988106,9.076039454087848,824,56.7,10.0,3.7,19.0,62.1,39.9,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0698044430332399,0.03423925376206834
49,1,0,0.03266508696430636,2.7510974446243286,907,31.2,10.0,2.4,21.46866983936472,41.0,10.9,0.0,8.493339350180506,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.01677495641138473,-0.025521658127813686
50,1,0,0.04197576199501001,4.058953170062873,1181,25.9,10.0,5.3,17.1,36.0,21.0,0.0,8.493339350180506,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011324354006647788,0.003696723162479956
51,1,0,0.008422800596055342,0.9363942184155564,183,55.6,8.1,3.7,27.0,66.0,48.9,0.11,8.493339350180506,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388676204613428,-0.018374230611318966
52,1,0,0.04977016152170017,5.2266647249692415,820,70.5,9.9,4.4,15.0,78.1,64.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.002347466083319817,0.013413360182105217
53,1,0,0.22447179851734875,19.65549968921741,2573,72.6,7.5,4.5,15.0,82.9,64.9,0.91,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06598620235577228,0.074548688305903
54,1,0,0.03258544682366764,3.4710150676508214,330,56.7,10.0,3.7,19.0,62.1,39.9,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051151029715513226,0.023011644560558445
55,1,0,0.04770195757031368,4.234861978356124,732,79.3,8.3,3.3,21.46866983936472,90.0,61.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03356747717055325,0.02778157981368536
56,1,0,0.01922594403419621,1.8339995085452103,247,74.2,9.4,2.0,17.1,88.0,61.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008444468890573147,-0.029414478777544963
57,1,0,0.009142453436682726,0.8947344423036088,453,26.1,9.5,8.0,28.9,39.0,21.9,0.0,8.493339350180506,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.039426924014998595,-0.024179670916202788
58,1,0,0.07902603053292574,8.77463451437825,1744,59.7,9.7,3.7,21.46866983936472,70.0,52.0,0.13,8.493339350180506,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039351102224247404,0.043713492833584965
59,1,0,0.01773396304637797,1.6261943039924711,566,61.6,9.7,5.3,17.1,79.0,55.0,0.06,8.493339350180506,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029607590786995364,-0.013821633515417486
60,1,0,0.018796759652618605,1.6320104454226054,343,70.2,9.1,3.5,21.46866983936472,75.9,64.0,0.02,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019178021907787487,-0.007866593020961255
61,1,0,0.031885371350307966,3.175627264640373,1147,32.5,10.0,5.9,18.1,37.0,27.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.02272247797417324,-0.026048234469069533
62,1,0,0.10408006597336056,8.86906618663907,1700,50.9,9.3,5.6,18.1,64.9,30.9,0.0,8.493339350180506,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07399141235629061,0.030467958652306733
63,1,0,0.03996202297760537,4.422526319311249,1133,62.4,10.0,2.8,21.46866983936472,75.9,50.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.011219564649778824,-0.013244672229742838
64,1,0,0.04877863402388813,5.200793291068709,1571,61.7,9.7,8.0,26.0,71.1,52.0,0.45,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03432939882287387,0.01393171640559933
65,1,0,0.0387680459398607,3.638074535200981,658,37.3,10.0,2.7,21.46866983936472,44.1,28.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.016790588910019864,-0.03261174034014579
66,1,0,0.20563369457970526,17.374676154530572,2105,52.6,9.9,4.8,15.0,62.1,46.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.08308199768306239,0.20960937163905713
67,1,0,0.03038049426667165,3.2489443453257816,1166,50.9,9.5,7.5,18.1,57.0,46.0,0.01,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.042699396863223035,0.023714387936308687
68,1,0,0.02645520469336721,2.5214515853336605,830,67.3,9.7,4.8,18.1,79.0,48.9,0.01,8.493339350180506,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03124703694112866,0.018427049431214544
69,1,0,0.01872158941980212,1.8668326309514536,488,79.4,9.7,5.6,21.0,88.0,59.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.036592796201914975,0.016493945651078923
70,1,0,0.016620292773849882,1.411910266743588,414,56.1,10.0,2.3,21.46866983936472,75.0,43.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03403679472895937,0.016876409907843018
71,2,0,0.00423607488909012,0.3906404343800717,112,67.5,5.4,3.5,33.0,70.0,64.4,0.4,8.493339350180506,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.033490286075934024,-0.025387594318139767
72,1,0,0.1235975044086556,10.432473422528544,1690,65.6,8.2,5.6,19.0,79.0,60.1,0.15,8.493339350180506,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06657270874677669,0.02688333881227225
73,2,0,0.01349218031969194,1.4868098332587367,347,30.4,9.4,4.7,21.46866983936472,39.0,27.0,0.05,8.493339350180506,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004361985295325814,0.0023051956451037203
74,1,0,0.02254860422519694,1.949926504797025,1799,52.0,9.8,4.4,22.0,64.9,45.0,0.02,8.493339350180506,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003756324930385366,0.00022365791090673968
75,2,0,0.016197319587374755,1.7151494122148678,589,20.4,10.0,6.6,25.1,30.9,15.1,0.0,8.493339350180506,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0022144548287637497,-0.028143308807593664
76,1,0,0.012866032891425941,1.262676461754623,260,57.2,6.6,1.8,21.46866983936472,77.0,44.1,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.01036040107451798,-0.02443165991248364
77,1,0,0.008610735067374172,0.9531036554464932,265,56.7,10.0,3.7,19.0,62.1,39.9,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.031930890774421426,0.020151226300268554
